,image_id,entropy
57,d696555466a833e38bfa678c25cb8cde,1.3184186
58,1b62979da20ae2bef863e859a964a65d,1.3184186
59,9d4865f39effefd5da1afb0bb01157b1,1.3184186
60,9bf6e3e027908a65c558ddc1fb07f7a0,1.3184186
61,ebd6034772ec8ea179c5a1802c6b886e,1.3184186
62,877b69359277cf787d93cd17f4d2775a,1.3184186
63,2d2b8462838f388306beebdc1e2994d0,1.3184186
64,946e85479cd3ac3e73f2698c9cf01806,1.3184186
65,4d13e4678b695a9b5e8793ba8ac8da2e,1.3184186
66,7200c323caff2ce71735a87fa810a211,1.3184186
67,ea2550ea9814a9ed57936301517e50b0,1.3184186
68,c6d87f56f56c456d38f3b6967eb21eab,1.3184186
69,5ee0695f6d2cd77ad8b49aab7b875445,1.3184186
70,5a0c402207e52c1e96b4995c2f781519,1.3184186
71,479d197a08b7290b7c5e1a44da8759b5,1.3184186
72,eea0cd8ab449057ce50b7d411b63d6e3,1.3184186
73,9503ee570d925c0588b90264187fa18a,1.3184186
74,a17e3c28db1efe5c03c927e64399f6aa,1.3184186
75,f83b92c580fa7d6faf97f81474d9b2e8,1.3184186
76,4318a5e5772810d926a7c82899c772d2,1.3184186
77,ee86db1a059e9a7dc5a72eafde4cbd69,1.3184186
78,c7f98a0c815cd3e5e2e84aa10fa08a2c,1.3184186
79,151fd14ad2dee1c8292dfc3d211873ed,1.3184186
80,bbe3ebb10d3477aa01bb01a6c91a8622,1.3184186
81,6b9ff194b8290ba500f3f8bbdeda253c,1.3184186
82,36c8f9a16788be091884e5cd1688767f,1.3184186
83,d8abf403ab5663c07528475647e0db5a,1.3184186
84,d52aeb8671398a50464cabf9927fd86d,1.3184186
85,6a452b5662c18fdefc5dd4c8669eb781,1.3184186
86,5289380c455996a3c27b717c7cc2937e,1.3184186
87,7c79546e808a9c6ae95c15bfe3b4b590,1.3184186
88,23ec43578519dac256b3f6ce800b82e7,1.3184186
89,fc308eacf13a2a6c6b526e8bc8699f27,1.3184186
90,b0a13d9ac8f8200e12ae492f8155ef4e,1.3184186
91,72ef48dc4b05d21859f3842c373e5216,1.3184186
92,ede8541318635beb3244e1ecf2bae080,1.3184186
93,80645c22c26e113e14fd16a0fa837f54,1.3184186
94,3659fd7b7207e8a9c2595c04aef3587e,1.3184186
95,d996d408cbc9200c7254ab6955e31959,1.3184186
96,bbc2dc35eb3231adbd2b6f35c029b34d,1.3184186
97,f03af6a10717282de524bec7dc01111f,1.3184186
98,c7a395e5b1d45e9828ebb765b175e823,1.3184186
99,845f93031768557ad5c0948bf08d043b,1.3184186
100,b7f4472c49758c448fc8642fc27045aa,1.3184186
101,ef68712b2ec4cd57f06e74889cc021b2,1.3184186
102,6453e55d3511f7cacb8075f5bb82fd97,1.3184186
103,ba4a1e8412d6376304ae051d32184ce6,1.3184186
104,5b003d43ec0ce5979062442486f84cf7,1.3184186
105,319b3e952790c3b1136e48067886c6dc,1.3184186
106,6ad5640ca76614728d3b699a703ef3c8,1.3184186
107,43f1934ed5821f2b4897e6535b432668,1.3184186
108,33828bf89098a295d028099fa2d3560e,1.3184186
109,dd00566789255a6348a44c58e0140e6c,1.3184186
110,9518fc0f7ee2483168d18fe28e0d0083,1.3184186
111,146767f7d93d3093f647e003c9fdb0bb,1.3184186
112,4c21e2684e869a2ce2c3444d36193e8b,1.3184186
113,418e6b6e39af708710e1e497ca629ee8,1.3184186
114,e00211e28b1305eb266b08e6e9583df1,1.3184186
115,75b2b6247093645b5725130edb8f14ce,1.3184186
116,c876728a121713f5d999154f0730d5e9,1.3184186
117,838e413e9561b104afa20bdd1d02f8ae,1.3184186
118,f080aadb91c111b6e2e91ed6d7d12e5c,1.3184186
119,f1f6a8a8721fef9d9fd6542f2ca31858,1.3184186
120,a21883271d639dd8a43500a847521e52,1.3184186
121,8f5224f9f16da9ca8e92a05013132b4c,1.3184186
122,36ac72ab5b3b3b2febb4890051ab508d,1.3184186
123,f61ec97dd1808dd49436c25aac6e0c4c,1.3184186
124,78df50e8abf5d8e54049be64afc39e92,1.3184186
125,8889db1bff5d7e9b8d8fe4a1d47f97b4,1.3184186
126,4d929aa6fe44ea0737891aff4f927818,1.3184186
127,1be5a513d61c97663d45df55e8d62d8b,1.3184186
128,e33f022f319d81b60bc1fcf1c139a0f1,1.3184186
129,cee2763f9b1d5b02297ad853104534f8,1.3184186
130,43c2e485e4b5b12e1e5da69bcff065a4,1.3184186
131,055dc74f97a387fd1f12beb64e1cca76,1.3184186
132,5968428558aa2438b6a420dfddb5829f,1.3184186
133,274fb123637904be69bad66bb8277ed2,1.3184186
134,34ed0654b8e0fe5bbe2a9741433f7658,1.3184186
135,9b1ffef735e7269deed27dd7e8db6b42,1.3184186
136,dd8421355eeb8bbf9f0907a09497e890,1.3184186
137,abfa45d8a5a8615362ec7e70e7f57fff,1.3184186
138,c4bcc0bc2da6444a5e4300f7bd2f577c,1.3184186
139,4940fe820c4c057f856ffa9618cb1985,1.3184186
140,ffe9bcababc858e04840669e788065a1,1.3184186
141,f3e01d9db68f7eb5ab61db395fd6d18a,1.3184186
142,92fa83d9c589d7c819d52fd8ab461241,1.3184186
143,6867352b510c7caa78883387fe000b87,1.3184186
144,2d3325a54dddefa778af88a70e7d196d,1.3184186
145,f5e8369558d2238497eaeb1b6be9391e,1.3184186
146,ce9932f7fb31128b15ef9390cc78fe4b,1.3184186
147,55204bdec9718d7d1e3c17a8f452c0f5,1.3184186
148,4ca21d08bb5a350a586fca9867943535,1.3184186
149,9264516b76300c3bc495b34d0c011536,1.3184186
150,1fc07c65ff0dc92429f8f5990785cec7,1.3184186
151,62493361edf8bb1ee5391d66b64af60f,1.3184186
152,3a29c247ba9bea6c502265d526f76202,1.3184186
153,6bb5a1ea7cae19a7a11fa7cbd55a7410,1.3184186
154,05c4384280a459216bca38ea2a9230ec,1.3184186
155,5fdd8f1da666889035c36621b62bf68f,1.3184186
156,aa9be7d9f82e983d21e2746078b877d9,1.3184186
157,0164d95013217d9e6b05cb957b66e6e9,1.3184186
158,e3cde0808abcd5bdd1717815ffc002b3,1.3184186
159,fbc0c3145008a420b3b038e8820aba1b,1.3184186
160,633389c0591bdabc6cfd4b0d4fc245e4,1.3184186
161,a00b1407e3d554b729ce61295cb62da4,1.3184186
162,5846acd1f690271cfb0264154dcccdd9,1.3184186
163,244d9617bd58fa1db73ab4c1f40d298e,1.3184186
164,84f400518ff3cba2786849ea4dc3bbfb,1.3184186
165,7b22fd3e61cb1d3649fa02db994ab146,1.3184186
166,7bfaebed8876423a4b7e2adec380747a,1.3184186
167,befda4b7504b03a7d5e9ca92f2757c41,1.3184186
168,8d58a0c1160a5cea99d5073231becd89,1.3184186
169,ae4ef1321633aabc6147ea801df9aeae,1.3184186
170,3444f3932c7c9d04bb8fcb095037ad06,1.3184186
171,f26cb783502346581823270926f1279c,1.3184186
172,64c7193405afef922cfda4c959bfd28f,1.3184186
173,2f36ff8187d5edeea79ad2e87763a89b,1.3184186
174,9c06df878518778e3680ef07d6589fdc,1.3184186
175,97a072070bccd353b385580daed8b3f5,1.3184186
176,eb879c95e942688b2fde3061e313e5b8,1.3184186
177,23dd7d82c52f1518ac5fe3324c5e8809,1.3184186
178,027c4a5b5f9f1be80602ef51f2619bc2,1.3184186
179,a295321349862720b6541d443b46ee33,1.3184186
180,08a06fa523ddffc4597efa05ef129f1f,1.3184186
181,955f09b99664b07b0cf18768c84f2253,1.3184186
182,ef9453132cfa46c7e5a506178756ff01,1.3184186
183,13e4be70b22c03bb8e39b3804e6a9099,1.3184186
184,781406b2bb43d49316a967d4dad3fbb4,1.3184186
185,fbec7a11045c409213445c592bdadfae,1.3184186
186,418e1cef9d164228667371028ca7071c,1.3184186
187,ecbafab43eea3abffc6cd89c02592e35,1.3184186
188,01571191abf6e8e209111e819823759b,1.3184186
189,ab0c6950b69d38008bea90173b44aefa,1.3184186
190,1e4a12af1b4c664a5f7c2b4460a1aead,1.3184186
191,f136c04bb54b73543f234c0c6b51ad41,1.3184186
192,f31359d4b52d6111001bd6a27a216821,1.3184186
193,785b6f565b34da9587a5fc441edbd49b,1.3184186
194,c110e92d1bd7fc97dde4c8027e3af439,1.3184186
195,d80ed790bef53ddcb6d59e7bc89d7b4e,1.3184186
196,a295d73e91c9f8d8d16a8c1a3469714a,1.3184186
197,6cbc6f7259cb45a4086cd584aec53857,1.3184186
198,c3f5378fbec18534005c2d1e46f1cdfc,1.3184186
199,20b4e3b00b34fb10d8e00ab145d70692,1.3184186
200,9deef6de4a5c3c2be5b8325a36e59464,1.3184186
201,026081211406349c85c3e5b4fc4b6ff0,1.3184186
202,f7ccce426ebb48fa278ff063858f9299,1.3184186
203,a56ae1d3606285c478b66fd417093c25,1.3184186
204,69e6550df1d1713b0bde6c627c42deab,1.3184186
205,68d72c5e4c104168c1a12ef520fbed6c,1.3184186
206,a6a7146bd23b394f54a5950d2dbefa7b,1.3184186
207,c37c0f37a50ccbf5e51b148a28055111,1.3184186
208,473554584a1ab1f83aa3e758b6c6238b,1.3184186
209,28cf4db2f0e24ad607e0267e83980799,1.3184186
210,805d295ef3c4c573cb1990596d77ff8e,1.3184186
211,f1d829ed10a267d11e7e00c96d26e7c5,1.3184186
212,d00cd9f041626b029b2cd3b49b765c6d,1.3184186
213,a02eb88c0bce1422d1173ac45db29666,1.3184186
214,0e204892570cac5d8352fac145f1e66c,1.3184186
215,00c46b336b5b06423fcdec1b4d5bee06,1.3184186
216,2ee68cce1ed0a65cf352ed55488979a0,1.3184186
217,435f5526bfee811bcd4bbf54ad40b600,1.3184186
218,37571c63d9ff6cd0a71b4b60e130804e,1.3184186
219,5a6fbb00a1d8eabcf61d3094e008c283,1.3184186
220,f93152017b2e6dc0e9c6dbbf0400d438,1.3184186
221,a733ebe1241b7fbe187b49b7b5853f7c,1.3184186
222,9d78412658c86a13866f804ce8284f75,1.3184186
223,2a1da196c725cd74cff0d64e7a006551,1.3184186
224,ff17b5e40b6243196d7c47b36efa4646,1.3184186
225,b9445f54b56479caf17cc14534d4ff79,1.3184186
226,e2d19a78246394f718e8595b0abe2338,1.3184186
227,9690259f4f121c144d9510abe6818a4f,1.3184186
228,b22a805186b5c95212db780854e5d2fe,1.3184186
229,381ddd18fa17308212e26e03c2c54542,1.3184186
230,738e10c912a9f554aa16122f48181c50,1.3184186
231,21e92b285b43c4585bdff04f758bf883,1.3184186
232,b24d10450d164e8d0ec568628e8c95d6,1.3184186
233,28dedadd36e56681c6bdd7fe04297ac8,1.3184186
234,c7276eee7269730bae81a3fde5eb1668,1.3184186
235,8ae069858aecbad846f4d69d405f9bd6,1.3184186
236,a6fac45c289010871304ffaf13f94d39,1.3184186
237,2eeb91e9fbbcca1547ed12e0705ff377,1.3184186
238,9c0f575d90a8281e6600f490ea79b9ee,1.3184186
239,5618b00aeacbdf535a22fa008a8f2ad7,1.3184186
240,968d10296da91899ea751f24e5d97465,1.3184186
241,16d80dbe6d4b3bf22ecf54833b17f3ec,1.3184186
242,251b6517db8b1474cfcb5c15ef53bb33,1.3184186
243,5f23bafd7474ed18a65971a95048c1e1,1.3184186
244,cf80de78a4b2fbf446923732c1046166,1.3184186
245,31ecb175bcd8e4f9028b196d9fa42d3d,1.3184186
246,47ef18a50c1eaabc451a8083e0f6d4b7,1.3184186
247,1329fffac9982cca468efe133cfacf50,1.3184186
248,a3d3ad2b05d3291a3353f6d2fa2f7245,1.3184186
249,cfdac1ca5172b91340648a9c1ed43a65,1.3184186
250,c699f572c40dbee492ca9ac0c1a0d9f7,1.3184186
251,4730b9f5b855da483a7c7a18c06c3366,1.3184186
252,8143e5473a650fd79750a6b4cf7c52e1,1.3184186
253,001c62abd11fa4b57bf7a6c603a11bb9,1.3184186
254,e93b6d79a651c132ee0703fc60dc2199,1.3184186
255,4e95048eb0c0413e5fc648b1447cf651,1.3184186
256,e4e48b9bb72df7391a12304ccddffc4e,1.3184186
257,67e855cca15a9930d065bf9f14241b41,1.3184186
258,6d2cf90cf2df03cf1d9f2eb38362f58d,1.3184186
259,00ca0c23961b5510be46c917be11c43e,1.3184186
260,f0b3a37f233c1a02dc1b7ecfc7dc61b8,1.3184186
261,b5db121ca6ba4d979a6bef814d5fdb17,1.3184186
262,56a882d88e118dcb77a63bfdbdf0b716,1.3184186
263,01a5e35b1ae21f3cfbe100b4b6aef451,1.3184186
264,622fc40ffe3f5307f850d3e6e3e738a4,1.3184186
265,0b2cba7e97daa7f11ededc2ec7d67045,1.3184186
266,87c150feed1c5b7c7b4f80739cfc1060,1.3184186
267,ed405c59371198640ead48dcd899428f,1.3184186
268,aaad0b3cad311ccd5d82959e14491fdb,1.3184186
269,feb75ec549a7feecd2829d066278d756,1.3184186
270,f344628cd3bfd6e1cd80456bca9358ab,1.3184186
271,84859c9c3bf27b78b300204cb328baf0,1.3184186
272,1748c4d7cfd4014f04809b6371935286,1.3184186
273,0c086008cc6c8c8da93106b67d336b8f,1.3184186
274,714a9564b61a4daee6c8a39a61e04500,1.3184186
275,2e1107832601b1d8e00fef91a5a41f69,1.3184186
276,b376949adfafff2fd24c30c4cd27dd58,1.3184186
277,30a51ed1a47b8312c8607b32e37cce85,1.3184186
278,73ca95633a46136d909f5ad45c7ddda1,1.3184186
279,9140f25d89ce21afd290027d237a1c36,1.3184186
280,4d803d599e3aa34b4d4d97b0e3a6ff5b,1.3184186
281,fd08b2bce422f40a465664f9a5f9afdd,1.3184186
282,059cbf902c5e42972587c8d17d49efed,1.3184186
283,b353c4f536a4a45c93cd2908138662e4,1.3184186
284,376ef68c69c0f8d101868342a2d50b55,1.3184186
285,9e25a72634b60efd066f96c715437686,1.3184186
286,098f7f7024f5c0de68e771c7273fc273,1.3184186
287,d98de7b36e1362dfa74903ec96e53c15,1.3184186
288,c1fd9dfbf6a743763409b6d1a26ab29c,1.3184186
289,8f5ae51366bcb44ca78d5c79e4c782ef,1.3184186
290,e04e11360525f7d13aaa9d4bba16ea7e,1.3184186
291,c8cff52f615d95917befd491cee1614f,1.3184186
292,cfdcf7c4d670c85e658b4286c7807bed,1.3184186
293,b5fb7cc092dd1e0eefe0ff7d11b9e139,1.3184186
294,6a118195faa9b1d7cce6389372ad000b,1.3184186
295,0186f4811c9d089707d9dc7460160d88,1.3184186
296,89ede291a13f7e38b926fc6ad5c4b959,1.3184186
297,ee1110b27defb401d09d65145d2c046c,1.3184186
298,ac40c07b6e50003a3cff24e992ad465a,1.3184186
299,dd6ded8699cc4d3bf62c7e961b8a70ec,1.3184186
300,e9cc7c0bc8f872f85115f20344e7e491,1.3184186
301,85625c85e373a173e14ef00da2e5218d,1.3184186
302,38c790605d5648f283412ecbf56537b8,1.3184186
303,7be44aadbb607a7b01a4ffeb792fd36e,1.3184186
304,f0a73ffe7d71950702ebd0ef7efa86cb,1.3184186
305,30a54c050c9eb531d2709b05ede484ce,1.3184186
306,3efcd150bd22aecb8a7d7899dc11b27c,1.3184186
307,17537cf7df9f40a7ffb523b4d2a2bb8e,1.3184186
308,685746f405341f7cdd4fcfef07b41bda,1.3184186
309,7b576fbb0da9890869714dadff5226df,1.3184186
310,9adf250ecae0407eae54f26e12b4afda,1.3184186
311,146fdf9cb391b6199413967a26ee3305,1.3184186
312,e2578d331ae6cb3bc649027498c8ff8d,1.3184186
313,af6cadce7e6b5850580eda992822d871,1.3184186
314,b788300a50ab73f893b63ce6a9c08f9d,1.3184186
315,b6ffa4ba8ddd566efa0014ba603428b4,1.3184186
316,12017acb07785c016482bdf208ced93f,1.3184186
317,0ff2c672b4f6838c5ae4d69a32d683ec,1.3184186
318,a31ca214faca4b030f4610c79e4e5b3f,1.3184186
319,a80ae4f5811fa7a1042d78be4aedf45c,1.3184186
320,96fe9eb038ba77992ff6fd1b16ae9427,1.3184186
321,a347222d3272e90f8db2455b9d6d6672,1.3184186
322,531ce6a7fd3f8699de151e1f07b57970,1.3184186
323,caa1847f0e0917d784836c1ef7799d53,1.3184186
324,f999e08da2e822cceea24d7201eec2bc,1.3184186
325,3ec4b92b80df9b4dfa40abb1eee33f80,1.3184186
326,29d140073e1fe204faacd8b1ff2086d8,1.3184186
327,519da2cbc9327761dfc95ecdc9af3bfd,1.3184186
328,8b90a3312d9fc702a9ec8236e23065c7,1.3184186
329,3a76c877851189ebc84fc86afe311276,1.3184186
330,72b46ce40040292c972e5c8fc84f857d,1.3184186
331,03cbca92332795356adbdf4dd0c15578,1.3184186
332,d170e740852da74410caa708246dc4de,1.3184186
333,6571e5fffadcb4ab16a0fc6388deed0f,1.3184186
334,7670f6b1a24f876a30afc5f33043ede7,1.3184186
335,3cd682696983016f0c33b2ad85cb3772,1.3184186
336,562fcf2bfefeabc1ab87b205fbb7e2cb,1.3184186
337,bd2e601260328eb00f086c777d514bf2,1.3184186
338,357bb7135ffd688bbd6ae0efc984342e,1.3184186
339,9cb2cc92326f2e7534c8c16acb5e9883,1.3184186
340,f1522c30e3d4f858a9eb87f596e04483,1.3184186
341,03426e9293f207de46b5592c001eb45c,1.3184186
342,03e321735fcdc09782e006f9fca23075,1.3184186
343,114e7c13474be685062ffdb3ac3f56c8,1.3184186
344,19057c319689cbcd2d3f4453be1d9c4f,1.3184186
345,36dd11dbc0aba4413623bdc44775e6fe,1.3184186
346,c993a5b569eace9eb753856fde10c151,1.3184186
347,5499677f4de0628ddb3189b470431dfb,1.3184186
348,4aae2215d4d4ca911f61b2f159c188d5,1.3184186
349,283b3a40795ae1992f0ddd56a55c396a,1.3184186
350,1b117dcc119ec9a258eccc88bd419b0f,1.3184186
351,1ec4cf5fe065308a0fc66057b6043020,1.3184186
352,3e1160cd1ee5bb7c72a9ab1b5837eba2,1.3184186
353,c303cc999de4cd885cdc8450af892c6e,1.3184186
354,ee7db8ef1100e67d619ca5513dd55d2d,1.3184186
355,7e20141d92f88166015e47b537178a33,1.3184186
356,5e334341a65fa0b9148fd9eddabbe5b0,1.3184186
357,e3e660456c62fb96e17658af48b3e7e4,1.3184186
358,ce24af9d3fb0d05a754acfcc0ec1a700,1.3184186
359,bbcd685ce62f785a441a2c8246fa93a6,1.3184186
360,d003f5002399be95a85780d36462def4,1.3184186
361,bd3d353c7d62399239bbf5ecd28f729b,1.3184186
362,56fa8b134b06e3a50c2fa4ee71defaba,1.3184186
363,f8bfe4f06fbff1742696513467bc7ef4,1.3184186
364,7aa2c45fdc9434e85965643dbc10093f,1.3184186
365,ad4ae9ebcc4bc991de15af2b0dd5b994,1.3184186
366,c6bbb7a947f012f3130988fff20c7561,1.3184186
367,3e16a4a0816d8380163af60dfc884195,1.3184186
368,a7f9d0f2300b4e56333bb7bd66457267,1.3184186
369,644eac827fab366642feb02840fff74c,1.3184186
370,c1816758539877326f9021819c223f72,1.3184186
371,70d2cd1db18265d9f01addecdfe13d7f,1.3184186
372,7c3ee27216049d5308310f02fba18dbb,1.3184186
373,27a17fc7cc2919bb39ac51dae3c377a5,1.3184186
374,83388ee25283c6bdc0cd5ed50b5fb50d,1.3184186
375,28f61fed84718b7bcd54bd30612fc3ae,1.3184186
376,a20eedc8f4a55e36f0bfc88bc5f8dd06,1.3184186
377,4681c871c48fa6b0e8621ead93d5d45a,1.3184186
378,0dfaba8f37fac34150fb70ca8e425141,1.3184186
379,f6e5e4bc75b97fe233285449b0e1fb59,1.3184186
380,ff15dfc487071517ef450a09264af206,1.3184186
381,4758f0c0f3fbcc8dee2d2c898b4c40f5,1.3184186
382,2c0af08d3020cc2b6f2ce7eba581b84f,1.3184186
383,332db6f0f6f290e521b714b4d209ff25,1.3184186
384,53d3ec12f49fd2695220c6505ba5a92c,1.3184186
385,236bc413143580332dbb51863d097b4f,1.3184186
386,ffcee00fd033d3ece1408035a7fd4ea7,1.3184186
387,98c76020fd2e71039c259365994f76d6,1.3184186
388,addd75f7f9ff775fa34e6a1d7b0b3f46,1.3184186
389,73df680f7884e13355a1f1fc2bacc3a4,1.3184186
390,4ed67b0a0bcbb6d69e596f84124a091a,1.3184186
391,ffb16f062dfe8fd1161eb29ad1bd80ab,1.3184186
392,ccf1f6923eb620f03139c36f14f3fe50,1.3184186
393,eefb2c8c791cf40c6a5ca8b131d475f4,1.3184186
394,06ef45756a44d6ec0301b519700bf053,1.3184186
395,a0d279106371ef10a80d75ba71f2b64e,1.3184186
396,16d60f4cf354e55767cd9ad2b7ccc4bb,1.3184186
397,49a2ed9b6af2a48a788b9dd6066bdb0a,1.3184186
398,32482eca51f84c3b0e5729f68490fbb9,1.3184186
399,982b6631c1ceadb6bbf9f693f687917f,1.3184186
400,1c629d01bc58bb8cb94014b6f935b40e,1.3184186
401,a6497dd3f1c7735036467c84b30748c4,1.3184186
402,848c7be5504d4f2e9ba4e949c619ef62,1.3184186
403,3f1eb8236e85a6f701f658153f4ecfa6,1.3184186
404,73f0114ee40c98cb1b85cd0ae6614e67,1.3184186
405,84110cd444dd25fd974e0cdcd1df8065,1.3184186
406,1e751c3e6fd07ca73ff1eb2814c5335d,1.3184186
407,d84d260546dfd285df712402731d0cbe,1.3184186
408,0a5d6a20d1429dd55b94ae1b857ad573,1.3184186
409,5c49f67702374025434387903daffdb7,1.3184186
410,e42266419ea81e25ffbea2954c817ad5,1.3184186
411,a5d6dfb0a704460b69941758468b3e5a,1.3184186
412,96b8bc9b8128ea796e39a4af6eccdbea,1.3184186
413,913a2707c4014d58fc950f0bcad251e2,1.3184186
414,660b6dbddfd14ab406f3d6b0e573f038,1.3184186
415,c445380a860360322df76605978e1618,1.3184186
416,1412a0c38eb545dd5eda231c3236fa9b,1.3184186
417,111b574b0f3bed1be6764860d7ea7adf,1.3184186
418,1a09038fa60de37d48cdec28144cf98e,1.3184186
419,74322183fb32bc720347884f80985c40,1.3184186
420,9c6f467ce81f20c99c0254250fb745c6,1.3184186
421,47e7dff0be98580ee6d89d175a1084d9,1.3184186
422,d997bd54e6a545c95817a62b77fb43df,1.3184186
423,2659c8793ae036bf6e6b1d05a080329d,1.3184186
424,f4863e65c0c0860027cd2a3f34bfe1f8,1.3184186
425,422b4ad7f54156241e47124b3c6e0756,1.3184186
426,31e5f57adfb53bd852426904fce70247,1.3184186
427,ec44c46c8fbfd5e3d91c8b46ac2badcf,1.3184186
428,20be7c34058e2f24ef3bb0cda3c376d5,1.3184186
429,56ce81aad4405f43be93314f002225c6,1.3184186
430,1da207ca934ce44dc9b3dd8809d0b834,1.3184186
431,60e51083a75aa5283aadde7f110df48e,1.3184186
432,8c4f32285302c83919d972072b52cb0e,1.3184186
433,33704cffb452193742ff3ddb420ea9e5,1.3184186
434,13aba34105b637fcf77e4efdc4ccaef4,1.3184186
435,0535f33b47de82de3b506799149e3a53,1.3184186
436,fae6996aeed84a9a75cbe726be46bab3,1.3184186
437,fc6c40b4efd9370aef5ea21fc7274bd0,1.3184186
438,2f1c751ab10b8b009b3391ae86acf6c3,1.3184186
439,e54d3874e0c391cff77113247b848a1b,1.3184186
440,f3354bb53ed2ece1ddaf09f3e685fb73,1.3184186
441,6875cac943f84443b8e7c2a44ee809f2,1.3184186
442,b133f9748d2e61bbd5bd7b55b60157fe,1.3184186
443,f062f6c1128e0e9d51a76747d9018849,1.3184186
444,c3ca4a75be0055aefe79f6849804d62c,1.3184186
445,6852a90de22d33d9a04d831ba37395a3,1.3184186
446,dc5a57e65f5f1e4aa7864083e55ea2c0,1.3184186
447,cdd59f04d7495b07695cee0d604b3bf6,1.3184186
448,c211d5549cb4c71c25ebe6ba79ba85ae,1.3184186
449,b04fde49acc617ccfc5e966c0a6bd71a,1.3184186
450,8c6971bef31fe34c629d35910abce194,1.3184186
451,a2b8cad572d92f6e24b69495e3b961a8,1.3184186
452,af13aae2257702c758b4a1a8d59d278b,1.3184186
453,f28915d34c10051b4a91d30d2cbca62c,1.3184186
454,6e4122eef9edf14c7ba932cfb9321788,1.3184186
455,1240d1d2b60f75c4aa51358b73ee3fb8,1.3184186
456,4b6acd6c2e0bbb54e988ca7093d312eb,1.3184186
457,c2296406fa9de6a029e798d89a1c8734,1.3184186
458,08fc8cebe98efe59cf5b234d8de36356,1.3184186
459,c756f85302c24df011743d63b5282d58,1.3184186
460,0c5170ccdfd5405de0600d2c25850dac,1.3184186
461,e2726cffee3499287c6f87b561dd228d,1.3184186
462,79651b24fbb072aba80cd457ccee57f8,1.3184186
463,f853a54b8d3ed17b396f75cea1c778e6,1.3184186
